date,so2,no2,rspm,spm,location_monitoring_station,aqi
2005-01-04,10.9,62.9,203.0,384.0,Mayapuri,125.84693717277486
2005-01-05,25.1,64.1,381.0,601.0,Mayapuri,208.7891884816754
2005-01-14,15.9,58.1,217.0,479.0,Mayapuri,148.45568062827223
2005-01-15,17.5,77.8,246.0,558.0,Mayapuri,171.95997382198954
2005-01-18,8.5,70.0,306.0,574.0,Mayapuri,187.52054973821987
2005-01-19,17.7,68.6,285.0,543.0,Mayapuri,176.6219109947644
2005-01-21,19.7,36.8,259.0,463.0,Mayapuri,153.01887434554973
2005-01-22,16.1,18.6,150.0,236.0,Mayapuri,81.81405759162303
2005-02-04,16.4,78.8,203.0,378.0,Mayapuri,125.34544502617803
2005-02-05,16.8,62.9,175.0,349.0,Mayapuri,112.68083769633508
2005-02-08,13.5,51.7,120.0,196.0,Mayapuri,68.61725130890052
2005-02-09,16.1,61.6,220.0,410.0,Mayapuri,134.83185863874346
2005-02-18,18.7,42.6,144.0,438.0,Mayapuri,123.84678010471205
2005-02-19,10.4,26.9,98.0,310.0,Mayapuri,86.66460732984294
2005-02-25,15.1,23.1,142.0,381.0,Mayapuri,110.61693717277487
2005-02-26,13.1,23.3,179.0,371.0,Mayapuri,116.31128272251308
2005-03-01,18.7,40.5,166.0,387.0,Mayapuri,117.72866492146596
2005-03-02,13.0,28.2,120.0,355.0,Mayapuri,100.77104712041884
2005-03-15,14.8,25.3,223.0,451.0,Mayapuri,142.38523560209424
2005-03-16,16.7,28.6,194.0,399.0,Mayapuri,125.57976439790576
2005-03-21,16.8,51.1,130.0,259.0,Mayapuri,83.877277486911
2005-03-22,15.3,64.3,139.0,360.0,Mayapuri,107.455
2005-03-29,16.0,45.9,169.0,549.0,Mayapuri,152.42743455497381
2005-03-30,18.3,20.0,150.0,387.0,Mayapuri,113.43547120418847
2005-04-08,24.7,37.7,395.0,,Mayapuri,
2005-04-09,20.2,42.2,338.0,903.0,Mayapuri,261.8087434554974
2005-04-15,21.8,58.3,220.0,592.0,Mayapuri,172.74047120418848
2005-04-16,19.0,41.5,218.0,600.0,Mayapuri,173.21596858638742
2005-04-22,23.8,77.3,210.0,732.0,Mayapuri,200.75041884816756
2005-04-23,18.3,37.0,194.0,686.0,Mayapuri,185.9229057591623
2005-04-28,2.5,56.5,177.0,473.0,Mayapuri,138.62369109947645
2005-04-29,4.3,45.2,124.0,460.0,Mayapuri,124.25599476439791
2005-05-11,9.4,20.7,201.0,501.0,Mayapuri,147.95743455497384
2005-05-12,14.0,38.0,215.0,578.0,Mayapuri,167.79842931937173
2005-05-13,15.0,17.4,377.0,549.0,Mayapuri,194.9156544502618
2005-05-14,12.0,55.8,242.0,518.0,Mayapuri,161.73549738219896
2005-05-20,12.1,94.5,268.0,606.0,Mayapuri,187.33416230366493
2005-05-21,13.5,57.1,339.0,691.0,Mayapuri,218.35934554973824
2005-05-27,2.5,56.6,238.0,512.0,Mayapuri,159.61405759162304
2005-05-28,2.4,62.6,231.0,616.0,Mayapuri,180.1359162303665
2005-06-01,17.2,33.5,244.0,621.0,Mayapuri,182.70314136125657
2005-06-02,15.2,36.5,331.0,811.0,Mayapuri,240.82722513089007
2005-06-10,16.5,49.8,374.0,952.0,Mayapuri,279.9398167539267
2005-06-11,11.8,36.8,466.0,,Mayapuri,
2005-06-21,6.2,37.7,196.0,601.0,Mayapuri,168.5396335078534
2005-06-22,4.7,23.5,169.0,603.0,Mayapuri,162.62552356020944
2005-06-24,7.0,35.8,113.0,274.0,Mayapuri,82.67973821989528
2005-06-25,5.3,43.0,,258.0,Mayapuri,
2005-07-08,10.1,40.9,164.0,368.0,Mayapuri,113.30034031413612
2005-07-09,10.7,37.6,138.0,361.0,Mayapuri,106.22112565445026
2005-07-15,6.2,39.0,48.0,133.0,Mayapuri,39.68298429319371
2005-07-16,15.7,29.5,45.0,149.0,Mayapuri,42.02840314136125
2005-07-19,7.3,26.9,156.0,502.0,Mayapuri,138.9605497382199
2005-07-20,7.7,33.2,171.0,665.0,Mayapuri,176.45468586387435
2005-07-26,6.1,35.5,89.0,264.0,Mayapuri,75.52002617801048
2005-07-27,,28.6,62.0,147.0,Mayapuri,
2005-08-02,3.5,33.5,64.0,208.0,Mayapuri,58.45274869109947
2005-08-03,,35.3,68.0,171.0,Mayapuri,
2005-08-09,5.8,25.8,93.0,429.0,Mayapuri,110.39178010471204
2005-08-10,8.7,21.6,145.0,492.0,Mayapuri,134.3268848167539
2005-08-22,13.3,24.1,105.0,445.0,Mayapuri,116.23238219895289
2005-08-23,12.6,30.4,85.0,460.0,Mayapuri,115.43554973821989
2005-08-26,5.7,19.8,88.0,431.0,Mayapuri,109.48641361256546
2005-08-27,2.8,24.0,59.0,381.0,Mayapuri,93.10785340314136
2005-09-06,2.6,34.1,59.0,162.0,Mayapuri,47.812094240837695
2005-09-07,,34.9,51.0,169.0,Mayapuri,
2005-09-13,3.4,34.0,59.0,133.0,Mayapuri,41.754712041884815
2005-09-14,5.7,24.1,75.0,149.0,Mayapuri,48.03395287958115
2005-09-20,12.6,37.1,147.0,302.0,Mayapuri,95.78015706806282
2005-09-21,5.6,21.1,87.0,174.0,Mayapuri,55.646387434554974
2005-09-27,11.8,24.4,121.0,454.0,Mayapuri,121.4837172774869
2005-09-28,16.0,23.9,142.0,526.0,Mayapuri,140.94942408376963
2005-10-04,28.5,50.8,237.0,681.0,Mayapuri,194.61678010471206
2005-10-05,19.1,49.6,248.0,797.0,Mayapuri,221.04887434554976
2005-10-14,25.3,63.7,324.0,695.0,Mayapuri,216.412277486911
2005-10-15,16.6,65.5,231.0,500.0,Mayapuri,156.12696335078533
2005-10-18,22.8,88.5,310.0,647.0,Mayapuri,204.53874345549738
2005-10-19,14.7,72.0,214.0,503.0,Mayapuri,153.45589005235604
2005-10-28,19.8,64.5,322.0,780.0,Mayapuri,233.74790575916234
2005-10-29,16.5,49.0,320.0,754.0,Mayapuri,227.17604712041884
2005-11-03,23.1,50.9,259.0,439.0,Mayapuri,148.66238219895286
2005-11-04,21.8,57.5,335.0,607.0,Mayapuri,200.04214659685863
2005-11-08,17.8,44.1,466.0,910.0,Mayapuri,290.28120418848164
2005-11-09,19.5,39.5,437.0,772.0,Mayapuri,255.1532722513089
2005-11-25,17.5,102.1,364.0,859.0,Mayapuri,260.7687696335078
2005-11-26,20.2,97.1,312.0,645.0,Mayapuri,204.9120942408377
2005-11-28,23.5,87.8,340.0,788.0,Mayapuri,240.28091623036647
2005-11-29,19.2,45.6,314.0,746.0,Mayapuri,224.10659685863874
2005-12-09,20.9,92.0,530.0,912.0,Mayapuri,306.3462041884817
2005-12-10,23.1,80.7,425.0,925.0,Mayapuri,286.46803664921464
2005-12-13,9.5,65.1,458.0,743.0,Mayapuri,254.602277486911
2005-12-14,12.7,69.6,529.0,896.0,Mayapuri,301.7310732984293
2005-12-20,11.2,106.2,664.0,1104.0,Mayapuri,375.23413612565446
2005-12-21,17.5,110.4,602.0,1068.0,Mayapuri,354.89484293193715
2005-12-27,20.2,98.0,543.0,717.0,Mayapuri,268.61230366492146
2005-12-28,22.0,95.5,711.0,1036.0,Mayapuri,370.5099476439791
2006-01-06,22.1,34.8,269.0,615.0,Mayapuri,186.80212041884818
2006-01-07,19.1,43.1,301.0,657.0,Mayapuri,202.66510471204188
2006-01-17,21.4,67.6,310.0,756.0,Mayapuri,226.35869109947646
2006-01-18,13.4,49.0,280.0,745.0,Mayapuri,216.85680628272252
2006-01-20,19.9,50.1,334.0,856.0,Mayapuri,251.502277486911
2006-01-21,22.3,41.0,275.0,616.0,Mayapuri,188.55431937172773
2006-01-23,21.0,45.4,301.0,761.0,Mayapuri,224.5067539267016
2006-01-24,23.1,50.5,299.0,669.0,Mayapuri,205.11034031413612
2006-02-01,17.5,56.0,337.0,797.0,Mayapuri,240.05850785340317
2006-02-02,22.2,65.9,366.0,814.0,Mayapuri,250.19
2006-02-10,22.5,66.1,301.0,759.0,Mayapuri,225.0308115183246
2006-02-11,20.0,70.8,262.0,656.0,Mayapuri,195.50094240837694
2006-02-17,12.6,34.1,202.0,664.0,Mayapuri,182.84298429319372
2006-02-18,18.7,30.3,207.0,655.0,Mayapuri,181.88405759162305
2006-02-24,14.6,27.6,303.0,784.0,Mayapuri,228.88905759162304
2006-02-25,19.0,73.8,321.0,788.0,Mayapuri,235.62214659685864
2006-03-08,12.5,50.1,273.0,705.0,Mayapuri,207.07112565445027
2006-03-09,16.5,56.9,203.0,483.0,Mayapuri,146.29458115183246
2006-03-21,17.0,24.9,180.0,455.0,Mayapuri,134.16696335078535
2006-03-22,18.4,34.4,263.0,582.0,Mayapuri,178.60335078534033
2006-03-24,9.0,36.4,256.0,572.0,Mayapuri,175.06958115183247
2006-03-25,15.8,41.3,215.0,599.0,Mayapuri,172.3457068062827
2006-03-28,12.1,27.1,206.0,416.0,Mayapuri,131.5590837696335
2006-03-29,14.6,28.9,207.0,461.0,Mayapuri,141.26748691099476
2006-04-01,16.2,51.5,208.0,499.0,Mayapuri,150.44424083769633
2006-04-02,19.7,38.9,171.0,488.0,Mayapuri,139.81447643979058
2006-04-10,11.3,36.9,191.0,633.0,Mayapuri,174.16945026178013
2006-04-11,15.2,35.0,190.0,543.0,Mayapuri,155.0979057591623
2006-04-21,18.9,61.9,299.0,945.0,Mayapuri,263.25269633507855
2006-04-22,15.1,39.6,368.0,1002.0,Mayapuri,288.6535863874346
2006-04-28,6.8,51.6,212.0,690.0,Mayapuri,191.129109947644
2006-04-29,9.7,35.4,505.0,,Mayapuri,
2006-05-02,15.5,35.7,362.0,566.0,Mayapuri,196.13714659685866
2006-05-03,18.7,52.8,240.0,574.0,Mayapuri,172.92175392670157
2006-05-13,8.1,37.1,218.0,545.0,Mayapuri,161.45698952879582
2006-05-14,7.1,44.5,224.0,727.0,Mayapuri,201.0663612565445
2006-05-20,8.3,39.9,172.0,481.0,Mayapuri,138.53306282722514
2006-05-26,4.0,26.4,120.0,375.0,Mayapuri,104.80910994764398
2006-05-27,3.4,28.7,97.0,269.0,Mayapuri,77.92445026178011
2007-02-09,6.0,64.9,136.0,206.0,Mayapuri,74.61905759162303
2007-02-10,2.6,41.1,40.0,64.0,Mayapuri,23.65607329842932
2007-02-16,15.4,55.5,200.0,391.0,Mayapuri,126.3740837696335
2007-02-17,16.6,59.0,173.0,372.0,Mayapuri,116.88769633507853
2007-02-20,15.9,38.1,186.0,373.0,Mayapuri,118.88709424083771
2007-02-21,20.6,49.6,215.0,480.0,Mayapuri,147.89167539267015
2007-02-26,16.7,71.9,267.0,497.0,Mayapuri,163.36604712041884
2007-02-27,9.4,37.0,175.0,341.0,Mayapuri,109.79502617801047
2007-03-09,13.2,54.7,118.0,333.0,Mayapuri,96.94879581151834
2007-03-10,9.7,64.3,85.0,247.0,Mayapuri,72.44714659685863
2007-03-13,9.7,59.9,97.0,179.0,Mayapuri,60.569450261780105
2007-03-14,8.8,43.7,146.0,300.0,Mayapuri,95.42418848167539
2007-03-20,11.7,63.8,116.0,253.0,Mayapuri,80.2157329842932
2007-03-21,11.2,57.7,146.0,343.0,Mayapuri,105.05298429319372
2007-03-26,9.0,21.1,142.0,380.0,Mayapuri,110.27806282722513
2007-03-27,10.5,23.0,174.0,419.0,Mayapuri,125.25562827225131
2007-05-01,7.3,59.0,114.0,418.0,Mayapuri,114.0184554973822
2007-05-02,11.2,92.2,111.0,275.0,Mayapuri,85.03465968586387
2007-05-11,14.5,60.5,94.0,280.0,Mayapuri,81.09541884816754
2007-05-12,5.9,60.8,71.0,229.0,Mayapuri,65.55787958115184
2007-05-18,17.8,55.9,87.0,378.0,Mayapuri,99.90884816753928
2007-05-19,11.1,47.0,117.0,508.0,Mayapuri,132.93547120418847
2007-05-29,12.8,44.6,102.0,394.0,Mayapuri,105.86680628272251
2007-05-30,16.5,80.4,138.0,503.0,Mayapuri,137.8500785340314
2007-08-01,,51.7,44.0,114.0,Mayapuri,
2007-08-02,3.0,60.4,57.0,129.0,Mayapuri,41.684240837696336
2007-08-07,,48.0,97.0,184.0,Mayapuri,
2007-08-08,2.6,45.1,61.0,145.0,Mayapuri,45.17701570680628
2007-08-17,,35.0,150.0,465.0,Mayapuri,
2007-08-18,,38.2,107.0,255.0,Mayapuri,
2007-08-21,,47.4,141.0,193.0,Mayapuri,
2007-08-22,2.5,40.2,105.0,184.0,Mayapuri,62.36358638743455
2007-10-03,17.1,104.4,259.0,526.0,Mayapuri,169.2063612565445
2007-10-04,17.9,102.1,304.0,609.0,Mayapuri,195.9179842931937
2007-10-09,7.6,88.7,273.0,580.0,Mayapuri,182.66450261780105
2007-10-10,17.0,89.5,347.0,602.0,Mayapuri,202.932722513089
2007-10-23,16.7,126.0,516.0,917.0,Mayapuri,305.94751308900527
2007-10-24,16.5,118.9,447.0,802.0,Mayapuri,267.08044502617804
2007-10-25,23.3,117.1,426.0,854.0,Mayapuri,273.486832460733
2007-10-26,22.3,116.0,426.0,803.0,Mayapuri,262.776832460733
2007-11-02,14.0,121.0,500.0,887.0,Mayapuri,296.0701570680628
2007-11-03,23.6,135.1,532.0,851.0,Mayapuri,295.98251308900524
2007-11-04,15.2,115.1,707.0,1070.0,Mayapuri,377.60869109947646
2007-11-05,18.6,112.0,598.0,850.0,Mayapuri,308.5918848167539
2007-11-13,26.1,142.1,457.0,708.0,Mayapuri,250.65594240837697
2007-11-14,23.0,136.9,468.0,785.0,Mayapuri,268.80204188481673
2007-11-20,26.6,91.6,371.0,737.0,Mayapuri,236.34298429319372
2007-11-21,25.1,105.5,618.0,1009.0,Mayapuri,345.7663612565445
2007-12-04,22.1,92.9,397.0,644.0,Mayapuri,222.41657068062827
2007-12-05,25.6,111.8,466.0,764.0,Mayapuri,262.8810471204188
2007-12-11,28.0,109.2,313.0,469.0,Mayapuri,168.95193717277488
2007-12-12,25.7,99.2,360.0,612.0,Mayapuri,208.2515445026178
2007-12-17,25.3,91.7,436.0,669.0,Mayapuri,235.8143717277487
2007-12-18,24.1,98.2,559.0,882.0,Mayapuri,306.48295811518324
2007-12-28,27.5,99.2,381.0,646.0,Mayapuri,219.78583769633508
2007-12-29,28.5,98.0,367.0,600.0,Mayapuri,207.18232984293195
2008-01-02,25.4,96.9,374.0,663.0,Mayapuri,221.7465445026178
2008-01-03,20.3,115.4,406.0,673.0,Mayapuri,231.37023560209423
2008-01-08,32.4,115.0,323.0,607.0,Mayapuri,200.17486910994762
2008-01-09,16.2,114.4,267.0,469.0,Mayapuri,159.42717277486912
2008-01-15,28.2,80.3,267.0,484.0,Mayapuri,161.1038219895288
2008-01-16,34.9,91.7,287.0,519.0,Mayapuri,173.1819109947644
2008-01-22,22.4,86.3,282.0,507.0,Mayapuri,169.2978010471204
2008-01-23,23.6,105.9,175.0,380.0,Mayapuri,121.13738219895286
2008-02-05,16.1,68.8,328.0,601.0,Mayapuri,197.78693717277486
2008-02-06,26.9,110.7,275.0,520.0,Mayapuri,171.66829842931935
2008-02-12,21.3,62.6,208.0,450.0,Mayapuri,140.7412827225131
2008-02-13,18.0,80.5,216.0,510.0,Mayapuri,155.7434554973822
2008-02-23,26.4,85.7,272.0,707.0,Mayapuri,208.97235602094239
2008-02-24,25.8,56.1,264.0,695.0,Mayapuri,203.4450785340314
2008-02-25,13.8,50.4,213.0,595.0,Mayapuri,171.48581151832462
2008-02-26,22.1,73.9,304.0,574.0,Mayapuri,187.36421465968584
2008-03-04,24.0,129.8,344.0,751.0,Mayapuri,235.28785340314136
2008-03-05,23.8,109.3,349.0,652.0,Mayapuri,214.7347120418848
2008-03-11,20.9,47.3,205.0,528.0,Mayapuri,155.71259162303664
2008-03-12,21.1,58.2,249.0,548.0,Mayapuri,169.6434293193717
2008-03-25,22.7,81.7,359.0,592.0,Mayapuri,203.05547120418848
2008-03-26,24.3,58.0,282.0,502.0,Mayapuri,166.99149214659684
2008-03-28,23.4,82.3,236.0,659.0,Mayapuri,191.195445026178
2008-03-29,32.0,104.2,243.0,538.0,Mayapuri,168.43413612565445
2008-04-12,19.9,89.6,288.0,449.0,Mayapuri,158.5766230366492
2008-04-13,19.8,93.3,292.0,471.0,Mayapuri,164.18026178010473
2008-04-14,24.6,71.1,266.0,436.0,Mayapuri,150.42832460732984
2008-04-17,23.3,91.1,240.0,451.0,Mayapuri,148.98159685863874
2008-04-18,23.6,85.4,251.0,509.0,Mayapuri,163.15832460732986
2008-04-23,24.2,71.1,391.0,678.0,Mayapuri,227.28853403141363
2008-04-24,30.8,88.4,270.0,515.0,Mayapuri,168.59287958115183
2008-04-25,31.3,105.3,240.0,528.0,Mayapuri,165.75866492146596
2008-05-01,12.0,48.2,633.0,1096.0,Mayapuri,364.4320418848167
2008-05-02,11.1,74.1,506.0,760.0,Mayapuri,268.6719109947644
2008-05-03,7.2,66.9,509.0,847.0,Mayapuri,287.1279581151832
2008-05-07,5.6,87.9,363.0,634.0,Mayapuri,212.83842931937173
2008-05-08,2.5,36.8,348.0,782.0,Mayapuri,238.27751308900523
2008-05-20,10.8,79.8,121.0,186.0,Mayapuri,67.9862827225131
2008-05-21,5.0,80.6,77.0,127.0,Mayapuri,46.398481675392674
2008-05-22,4.0,76.2,77.0,131.0,Mayapuri,47.02942408376963
2008-06-03,,91.5,235.0,377.0,Mayapuri,
2008-06-04,,74.9,208.0,541.0,Mayapuri,
2008-06-05,,75.8,198.0,415.0,Mayapuri,
2008-06-10,3.8,55.3,115.0,286.0,Mayapuri,86.46455497382199
2008-06-11,4.5,77.6,140.0,371.0,Mayapuri,110.4915445026178
2008-06-12,15.4,85.2,130.0,301.0,Mayapuri,94.17732984293193
2008-06-17,13.5,64.5,99.0,188.0,Mayapuri,63.10248691099476
2008-06-18,6.2,49.7,131.0,254.0,Mayapuri,82.91083769633508
2008-07-01,3.6,50.0,164.0,233.0,Mayapuri,85.46596858638745
2008-07-02,3.0,52.8,225.0,403.0,Mayapuri,133.93994764397905
2008-07-03,2.6,30.4,239.0,478.0,Mayapuri,151.54287958115182
2008-07-22,,54.4,194.0,448.0,Mayapuri,
2008-07-23,3.2,45.8,142.0,395.0,Mayapuri,114.48575916230367
2008-07-24,4.9,74.7,176.0,437.0,Mayapuri,131.7279842931937
2008-07-29,3.3,49.3,188.0,303.0,Mayapuri,105.10683246073299
2008-07-30,,56.2,110.0,220.0,Mayapuri,
2008-08-12,,25.0,62.0,141.0,Mayapuri,
2008-08-13,,34.2,49.0,73.0,Mayapuri,
2008-08-19,3.9,26.1,143.0,424.0,Mayapuri,119.87191099476439
2008-08-20,8.5,31.3,107.0,356.0,Mayapuri,98.35395287958116
2008-08-21,10.0,58.2,107.0,379.0,Mayapuri,104.37968586387434
2008-08-26,3.2,59.8,123.0,410.0,Mayapuri,114.25068062827225
2008-08-27,4.4,37.3,140.0,482.0,Mayapuri,131.8642931937173
2008-08-28,2.7,20.1,121.0,383.0,Mayapuri,106.39861256544502
2008-09-09,11.2,47.8,185.0,382.0,Mayapuri,120.962722513089
2008-09-10,15.8,56.7,195.0,440.0,Mayapuri,135.61450261780104
2008-09-11,3.4,67.3,140.0,292.0,Mayapuri,93.51743455497382
2008-09-16,16.6,68.3,144.0,333.0,Mayapuri,103.0556544502618
2008-09-17,9.1,56.9,77.0,160.0,Mayapuri,52.2519109947644
2008-09-23,3.5,49.9,199.0,443.0,Mayapuri,136.69641361256544
2008-09-24,2.9,43.4,280.0,480.0,Mayapuri,161.17730366492145
2008-09-25,4.0,45.7,281.0,537.0,Mayapuri,173.40586387434556
2008-10-03,3.9,58.0,207.0,451.0,Mayapuri,140.4187172774869
2008-10-04,10.3,49.4,171.0,401.0,Mayapuri,122.05138743455498
2008-10-10,7.9,73.5,294.0,549.0,Mayapuri,179.92604712041884
2008-10-11,5.1,87.8,323.0,600.0,Mayapuri,197.3091884816754
2008-10-21,14.1,118.3,419.0,911.0,Mayapuri,283.91468586387435
2008-10-22,9.4,101.3,390.0,760.0,Mayapuri,245.47083769633505
2008-10-23,11.6,125.7,395.0,882.0,Mayapuri,273.1220942408377
2008-10-24,13.7,138.7,388.0,742.0,Mayapuri,243.0018062827225
2008-11-04,,94.1,497.0,939.0,Mayapuri,
2008-11-05,11.4,102.9,451.0,847.0,Mayapuri,276.56905759162305
2008-11-06,3.4,99.4,465.0,853.0,Mayapuri,280.55910994764395
2008-11-18,11.1,91.1,399.0,755.0,Mayapuri,245.8724345549738
2008-11-19,10.2,91.1,261.0,619.0,Mayapuri,188.41104712041886
2008-11-20,14.0,44.1,193.0,388.0,Mayapuri,123.75162303664922
2008-11-22,4.8,73.0,231.0,567.0,Mayapuri,170.38376963350785
2008-11-23,6.4,63.8,269.0,586.0,Mayapuri,181.94701570680627
2008-12-02,3.5,117.3,478.0,970.0,Mayapuri,308.5432198952879
2008-12-03,13.7,107.0,474.0,921.0,Mayapuri,297.0681937172775
2008-12-09,9.2,94.6,463.0,818.0,Mayapuri,272.6484816753927
2008-12-10,5.7,68.5,286.0,551.0,Mayapuri,178.4205497382199
2008-12-23,15.2,65.8,307.0,695.0,Mayapuri,212.862722513089
2008-12-24,7.9,91.0,440.0,819.0,Mayapuri,267.8459424083769
2008-12-27,7.9,90.5,371.0,741.0,Mayapuri,237.00667539267016
2008-12-28,21.4,83.6,439.0,755.0,Mayapuri,254.0209947643979
2009-01-13,13.2,70.0,468.0,828.0,Mayapuri,274.7083769633508
2009-01-14,18.8,89.5,344.0,628.0,Mayapuri,207.74450261780106
2009-01-15,16.7,89.3,426.0,796.0,Mayapuri,260.07568062827227
2009-01-20,9.7,49.0,194.0,390.0,Mayapuri,124.57238219895288
2009-01-21,16.7,62.3,206.0,437.0,Mayapuri,137.5610209424084
2009-01-27,23.5,60.7,279.0,453.0,Mayapuri,156.24028795811518
2009-01-28,16.8,69.8,304.0,513.0,Mayapuri,174.4019895287958
2009-01-29,19.3,85.0,304.0,575.0,Mayapuri,188.05458115183245
2009-02-03,11.3,106.7,371.0,744.0,Mayapuri,238.38505235602096
2009-02-04,15.3,96.8,439.0,748.0,Mayapuri,253.1131151832461
2009-02-05,10.5,103.0,312.0,552.0,Mayapuri,185.68651832460733
2009-02-10,17.0,44.8,192.0,391.0,Mayapuri,124.21900523560208
2009-02-11,16.8,46.2,171.0,317.0,Mayapuri,104.40219895287959
2009-02-21,10.3,48.2,229.0,437.0,Mayapuri,141.72510471204188
2009-02-22,4.7,49.2,239.0,540.0,Mayapuri,165.35494764397905
2009-02-23,12.2,89.8,354.0,673.0,Mayapuri,219.22005235602091
2009-03-12,3.5,53.3,276.0,427.0,Mayapuri,149.71337696335078
2009-03-13,16.3,84.2,294.0,456.0,Mayapuri,161.03505235602094
2009-03-14,12.0,88.2,365.0,667.0,Mayapuri,220.20848167539265
2009-03-25,16.7,55.0,267.0,437.0,Mayapuri,150.07107329842933
2009-03-26,15.7,62.7,167.0,352.0,Mayapuri,111.60756544502618
2009-03-27,14.5,67.5,243.0,411.0,Mayapuri,140.13678010471205
2009-03-28,6.0,70.3,255.0,402.0,Mayapuri,140.85277486910994
2009-03-29,5.3,41.7,186.0,371.0,Mayapuri,118.56201570680628
2009-04-01,11.2,51.8,352.0,627.0,Mayapuri,207.47214659685864
2009-04-02,19.2,60.5,261.0,654.0,Mayapuri,194.40366492146597
2009-04-03,14.2,47.5,341.0,579.0,Mayapuri,194.95575916230365
2009-04-07,4.0,39.3,352.0,546.0,Mayapuri,189.9412565445026
2009-04-08,3.3,31.2,217.0,371.0,Mayapuri,124.60075916230366
2009-04-09,17.0,28.2,199.0,342.0,Mayapuri,114.70874345549737
2009-04-21,17.2,74.5,351.0,736.0,Mayapuri,231.09319371727747
2009-04-22,14.3,62.3,357.0,776.0,Mayapuri,240.1437434554974
2009-05-08,11.0,60.8,286.0,544.0,Mayapuri,176.64623036649215
2009-05-09,6.3,49.5,209.0,548.0,Mayapuri,160.7359947643979
2009-05-10,,48.3,244.0,370.0,Mayapuri,
2009-05-19,3.2,51.3,445.0,694.0,Mayapuri,240.9674345549738
2009-05-20,3.8,49.0,326.0,757.0,Mayapuri,228.9824607329843
2009-05-21,2.8,47.0,167.0,529.0,Mayapuri,147.7916230366492
2009-05-29,12.5,34.7,361.0,626.0,Mayapuri,208.39604712041887
2009-05-30,,40.5,164.0,238.0,Mayapuri,
2009-06-05,,31.2,373.0,651.0,Mayapuri,
2009-06-06,4.7,45.3,428.0,708.0,Mayapuri,240.05369109947645
2009-06-07,,44.0,324.0,492.0,Mayapuri,
2009-06-16,2.3,16.6,190.0,372.0,Mayapuri,118.4630104712042
2009-06-17,5.7,20.2,236.0,422.0,Mayapuri,138.77405759162303
2009-06-18,5.8,25.1,277.0,665.0,Mayapuri,198.38748691099477
2009-06-23,,33.2,288.0,550.0,Mayapuri,
2009-06-24,5.0,36.3,237.0,483.0,Mayapuri,152.44780104712044
2009-07-07,3.5,41.3,172.0,432.0,Mayapuri,128.32856020942407
2009-07-08,,17.8,110.0,303.0,Mayapuri,
2009-07-09,,33.5,86.0,225.0,Mayapuri,
2009-07-14,11.0,49.5,180.0,353.0,Mayapuri,113.92748691099477
2009-07-15,5.0,36.2,108.0,208.0,Mayapuri,67.84486910994764
2009-07-16,2.7,31.2,100.0,253.0,Mayapuri,75.32143979057591
2009-07-21,10.3,48.0,114.0,269.0,Mayapuri,82.41662303664923
2009-07-22,9.3,34.8,164.0,322.0,Mayapuri,103.41102094240836
2009-08-04,,17.5,73.0,332.0,Mayapuri,
2009-08-05,,18.8,126.0,357.0,Mayapuri,
2009-08-06,,28.8,78.0,396.0,Mayapuri,
2009-08-11,5.5,65.5,137.0,338.0,Mayapuri,102.42814136125654
2009-08-12,4.2,35.2,188.0,349.0,Mayapuri,114.087277486911
2009-08-28,10.8,44.2,179.0,278.0,Mayapuri,97.80952879581152
2009-08-29,13.0,38.2,145.0,188.0,Mayapuri,71.59670157068062
2009-08-30,11.8,32.3,62.0,168.0,Mayapuri,49.67607329842932
2009-09-01,4.0,66.8,218.0,385.0,Mayapuri,129.3433507853403
2009-09-02,3.8,36.2,135.0,256.0,Mayapuri,83.54696335078533
2009-09-03,4.8,39.2,108.0,248.0,Mayapuri,76.33465968586388
2009-09-14,5.5,44.8,251.0,685.0,Mayapuri,197.97829842931938
2009-09-15,3.7,43.2,227.0,635.0,Mayapuri,182.39814136125653
2009-09-16,5.3,37.3,161.0,527.0,Mayapuri,145.69060209424083
2009-09-23,12.7,57.5,294.0,624.0,Mayapuri,194.90458115183247
2009-09-24,12.3,44.2,234.0,556.0,Mayapuri,167.46960732984294
2009-10-03,,30.7,189.0,287.0,Mayapuri,
2009-10-04,9.8,32.8,92.0,162.0,Mayapuri,54.74623036649214
2009-10-05,6.5,30.7,64.0,221.0,Mayapuri,61.06201570680628
2009-10-09,16.2,63.5,261.0,559.0,Mayapuri,174.67356020942407
2009-10-10,12.2,56.2,229.0,424.0,Mayapuri,139.38204188481674
2009-10-13,20.2,88.0,327.0,676.0,Mayapuri,214.13534031413616
2009-10-14,27.7,104.2,376.0,777.0,Mayapuri,246.32589005235604
2009-10-15,27.8,109.7,366.0,691.0,Mayapuri,226.50403141361255
2009-11-17,19.3,72.0,390.0,668.0,Mayapuri,224.99751308900522
2009-11-18,14.8,50.2,316.0,528.0,Mayapuri,179.1655497382199
2009-11-19,11.8,51.2,285.0,547.0,Mayapuri,176.635445026178
2009-11-24,12.3,90.7,496.0,846.0,Mayapuri,285.2879319371728
2009-11-25,16.2,87.8,461.0,797.0,Mayapuri,267.5802617801047
2009-11-26,14.5,67.7,445.0,725.0,Mayapuri,248.25573298429322
2009-11-27,5.2,72.0,389.0,691.0,Mayapuri,229.49947643979058
2009-11-28,4.3,65.3,442.0,728.0,Mayapuri,248.07620418848165
2009-12-16,5.8,66.2,451.0,745.0,Mayapuri,253.57209424083769
